tweet_id,retweet_count,favorite_count
667165590075940865,952,2327
667160273090932737,50,213
667152164079423490,14397,41631
667138269671505920,1837,3932
667119796878725120,103,280
667090893657276420,104,281
667073648344346624,101,345
667070482143944705,12,71
667065535570550784,39,139
667062181243039745,46,190
667044094246576128,43,158
667012601033924608,184,385
666996132027977728,77,209
666983947667116034,836,2196
666837028449972224,462,685
666835007768551424,64,179
666826780179869698,77,215
666817836334096384,208,433
666804364988780544,79,202
666786068205871104,404,646
666781792255496192,167,320
666776908487630848,147,298
666739327293083650,59,203
666701168228331520,181,368
666691418707132416,41,159
666649482315059201,519,978
666644823164719104,67,203
666454714377183233,175,437
666447344410484738,18,88
666437273139982337,40,106
666435652385423360,41,133
666430724426358785,158,269
666428276349472768,64,136
666421158376562688,90,266
666418789513326592,39,101
666411507551481857,258,366
666407126856765440,30,93
666396247373291520,66,146
666373753744588802,73,159
666362758909284353,464,641
666353288456101888,56,171
666345417576210432,121,232
666337882303524864,78,163
666293911632134144,288,417
666287406224695296,55,120
666273097616637952,66,149
666268910803644416,38,97
666104133288665088,5388,12564
666102155909144576,11,64
666099513787052032,53,131
666094000022159362,63,139
666082916733198337,37,90
666073100786774016,129,271
666071193221509120,49,126
666063827256086533,179,389
666058600524156928,46,98
666057090499244032,111,245
666055525042405380,193,360
666051853826850816,687,1009
666050758794694657,49,112
666049248165822465,35,85
666044226329800704,113,243
666033412701032449,35,98
666029285002620928,39,111
666020888022790149,416,2232
